,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198
526,871,39,1745,723,122,1274,846,871,1745,1338,1338,846,1601,122,723,1462,723,122,1745,723,1601,846,871,122,122,1274,1601,723,1745,1601,871,1274,1601,1274,723,846,846,1745,846,122,122,846,1338,122,1274,1745,846,122,871,871,1462,1462,723,871,1338,1745,1338,723,39,122,1601,1601,1745,1745,122,846,39,1601,1745,871,1745,1338,1274,1745,122,1745,39,1601,122,122,1745,1745,122,122,1274,723,1745,1462,871,122,39,1462,1745,1338,1462,1745,1462,122,122,122,723.0,1601.0,723.0,39.0,1462.0,1745.0,1462.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,416,1305,101,1305,666,492,1462,1135,179,1469,1462,1434,1135,1434,1135,347,675,1462,416,492,347,101,1978,46,1135,675,101,492,1135,1667,1135,1469,473,1469,1978,492,1469,492,1434,492,1462,1382,1434,675,1305,1667,347,347,1667,416,1382,675,666,1462,492,492,1667,416,675,1434,675,1469,492,473,46,675,1667,675,1305,1462,416,46,1462,1978,101,1434,1135,666,675,46,1469,1978,1434,1462,416,1382,179,666,1978,675,347,666,1135,1305,179,1978,1135,675,1382,179,473.0,492.0,1382.0,492.0,1434.0,666.0,101.0,492.0,492.0,1305.0,1462.0,1667.0,1469.0,492.0,1469.0,492.0,1305.0,347.0,666.0,46.0,473.0,492.0,1135.0,1434.0,492.0,179.0,1382.0,179.0,1135.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,1236,42,1470,1236,794,936,604,744,936,1227,137,1430,1430,137,121,736,1430,1236,1470,1430,1332,121,936,744,1517,744,1978,137,1470,936,794,1236,682,794,736,794,1430,744,1236,744,1978,1978,1332,1335,1227,794,1332,282,282,1335,1430,1517,1958,1227,936,42,1517,42,936,794,1227,1227,604,1978,794,1335,1236,121,1236,682,121,42,1335,1111,1978,42,42,604,604,682,1978,1332,1978,42,736,682,1430,42,1517,1978,42,1430,282,1111,1517,794,794,282,1978,121,1430.0,1332.0,1430.0,1111.0,744.0,1227.0,1958.0,1236.0,1470.0,1236.0,604.0,794.0,744.0,604.0,1430.0,1978.0,137.0,682.0,936.0,1430.0,604.0,1430.0,1470.0,121.0,1430.0,1978.0,1978.0,137.0,282.0,42.0,121.0,137.0,1958.0,137.0,1236.0,604.0,794.0,121.0,1227.0,1517.0,1111.0,682.0,1335.0,282.0,1978.0,682.0,1958.0,1517.0,682.0,121.0,1430.0,1335.0,744.0,682.0,682.0,1958.0,1111.0,1978.0,42.0,282.0,1517.0,744.0,1335.0,744.0,936.0,1335.0,1517.0,794.0,736.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,646,615,544,1588,967,544,646,1588,142,115,142,615,1377,627,1287,360,627,646,967,967,627,627,544,142,452,115,1377,878,615,360,1826,878,115,967,1377,878,115,646,1648,584,360,1377,142,1287,878,1287,646,584,627,1588,627,615,360,1365,1588,142,584,627,967,544,1588,1365,544,646,115,1588,142,1588,115,1826,967,627,452,1826,360,627,452,544,967,584,1287,1377,1826,615,115,615,1365,615,615,584,967,1287,627,1826,360,1588,544,1365,1648,115,1287.0,142.0,878.0,1826.0,1365.0,1648.0,1648.0,584.0,1648.0,615.0,615.0,646.0,142.0,1588.0,115.0,1588.0,1588.0,142.0,646.0,1287.0,452.0,1287.0,452.0,646.0,115.0,1826.0,967.0,360.0,360.0,142.0,1287.0,1365.0,452.0,584.0,627.0,360.0,1377.0,142.0,142.0,1826.0,967.0,1648.0,1377.0,646.0,1648.0,615.0,1365.0,1648.0,627.0,452.0,1377.0,1648.0,584.0,1377.0,115.0,1287.0,115.0,452.0,646.0,1588.0,1377.0,1377.0,1588.0,1287.0,1588.0,115.0,544.0,1826.0,115.0,1826.0,584.0,646.0,1365.0,646.0,1377.0,615.0,584.0,1287.0,142.0,1377.0,627.0,646.0,878.0,1826.0,452.0,1287.0,142.0,,,,,,,,,,,,
530,1370,95,1523,95,788,1312,418,1312,1551,835,1523,788,1370,95,1312,1523,835,615,262,835,1551,1551,1523,418,95,1312,418,418,1562,1255,1370,1562,1370,1562,262,1255,1370,1100,1523,1370,835,262,262,1551,418,1523,262,1100,1100,1551,1370,835,788,1370,1255,95,835,835,95,1312,418,1523,615,615,835,1255,1370,1551,835,418,1255,1312,1255,788,1312,1312,1312,1100,1551,1312,418,418,615,1523,1523,262,835,835,1551,1312,1370,615,788,788,1551,1312,788,1100,835,1523,262.0,1551.0,1370.0,1562.0,835.0,1523.0,615.0,1523.0,615.0,1551.0,835.0,1523.0,1551.0,1551.0,1370.0,1255.0,1551.0,1312.0,788.0,262.0,788.0,1255.0,615.0,262.0,262.0,1370.0,1523.0,1551.0,95.0,788.0,835.0,1100.0,1312.0,1100.0,1562.0,1312.0,788.0,418.0,1370.0,95.0,788.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,337,1146,707,1038,519,519,253,1774,526,1323,253,223,1323,519,337,253,1010,223,253,980,1774,223,526,223,1774,251,1146,223,519,1038,526,251,1038,1146,251,526,1038,223,980,519,223,1774,980,1323,223,251,980,1323,1038,1010,526,1774,519,519,1050,1010,707,526,1323,1146,251,1010,253,337,1774,1774,1146,526,223,980,1038,1146,707,1050,526,519,253,1010,1323,1323,337,337,1146,1323,707,1050,223,707,1323,223,1050,1146,707,980,1038,1038,1323,223,1038,223,519.0,980.0,1146.0,526.0,1774.0,1010.0,707.0,1146.0,1774.0,337.0,251.0,1010.0,1323.0,980.0,1774.0,519.0,519.0,707.0,1010.0,1464.0,1464.0,519.0,223.0,1050.0,707.0,1464.0,253.0,223.0,1323.0,980.0,337.0,1050.0,707.0,1038.0,1146.0,1050.0,251.0,1146.0,1774.0,980.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,538,495,538,538,495,630,242,1441,495,1133,847,1133,1441,1967,1133,495,790,1133,847,276,242,79,630,276,242,1967,847,276,1133,1133,630,630,538,1441,242,1133,630,538,847,276,538,1133,1441,495,1967,79,630,1967,1967,242,1133,1133,1441,1441,242,790,1967,79,630,276,79,1441,1133,276,1967,495,79,847,630,630,630,1967,1133,1441,495,79,276,242,276,1441,79,79,495,538,276,1441,1967,495,242,79,276,790,538,630,1967,790,790,630,538,1133,538.0,1133.0,1967.0,1441.0,1967.0,630.0,847.0,790.0,242.0,630.0,538.0,847.0,242.0,1133.0,79.0,242.0,1967.0,538.0,790.0,790.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,1099,444,875,696,115,1334,1001,875,138,345,696,1099,1334,1099,1638,238,682,875,1638,345,115,696,696,762,1030,1165,696,95,445,138,1001,444,1030,1001,1099,345,1165,1334,1638,95,95,138,1001,682,444,682,138,781,682,1334,1165,345,445,682,1030,444,138,1334,1638,682,345,345,115,444,682,762,1638,1334,1165,115,682,682,1334,875,682,95,345,781,445,762,345,138,238,696,762,1001,345,875,1334,1099,95,1638,1001,1165,115,762,238,444,781,1334,875.0,875.0,444.0,345.0,875.0,138.0,762.0,875.0,444.0,696.0,682.0,1334.0,1001.0,95.0,781.0,1001.0,345.0,1638.0,445.0,444.0,781.0,115.0,444.0,1030.0,95.0,696.0,1030.0,1099.0,115.0,875.0,1099.0,238.0,1030.0,95.0,138.0,115.0,1334.0,1334.0,1001.0,1099.0,875.0,781.0,444.0,1030.0,444.0,345.0,762.0,115.0,345.0,1334.0,1638.0,875.0,444.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,1359,1584,832,832,291,485,2,844,359,359,755,959,485,1359,1118,291,1584,359,832,1359,1974,959,228,291,485,1974,959,1359,959,1118,433,359,832,844,1118,485,359,959,1974,1118,356,356,1210,959,2,1584,356,1584,755,844,1974,755,485,1359,844,2,291,959,2,291,356,291,1584,1584,755,228,1118,1974,291,2,228,959,959,755,359,755,228,1584,359,1974,959,755,485,1584,359,228,832,356,959,485,1118,959,1118,2,433,1974,291,1974,291,1974,433.0,755.0,485.0,832.0,755.0,844.0,1210.0,755.0,485.0,1210.0,433.0,844.0,291.0,485.0,433.0,1584.0,359.0,832.0,2.0,291.0,359.0,1210.0,1210.0,356.0,1118.0,844.0,844.0,755.0,291.0,228.0,844.0,1584.0,1118.0,356.0,755.0,1359.0,844.0,1974.0,832.0,1210.0,1584.0,485.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,943,1252,785,1929,1252,1996,974,459,459,1929,1950,459,1950,604,1950,1950,1996,974,459,974,938,938,974,1252,1950,1795,1795,604,943,938,1950,785,943,785,1929,1929,1929,785,1996,1996,1929,1795,1950,1795,1950,1950,1950,938,459,1950,1795,1929,1795,1950,1795,938,938,1996,943,1795,1929,1618,459,785,1252,459,943,785,1252,974,1795,938,938,459,785,1795,1252,943,1795,974,1996,943,1996,1929,1929,1252,1795,1618,938,943,1929,974,459,938,785,1929,604,938,1950,974,1252.0,604.0,785.0,1795.0,1950.0,785.0,1252.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,1146,371,12,1033,678,598,745,12,333,371,1425,961,623,1146,1975,598,1644,598,1146,1799,1033,371,12,1975,371,623,1644,1146,1751,598,1033,1033,1033,371,623,1425,1799,333,961,333,623,333,12,1644,333,961,537,1799,745,12,1072,961,12,12,1033,537,1146,745,623,623,371,745,1033,1146,12,1072,1751,1751,1644,1799,1751,1425,1146,1072,1033,961,1146,1799,1751,678,1033,623,1975,623,623,537,333,678,1146,678,1033,745,1799,623,1425,1146,598,1425,598,371,371.0,1799.0,1033.0,961.0,598.0,678.0,745.0,678.0,333.0,1425.0,678.0,623.0,371.0,623.0,1072.0,961.0,1975.0,1751.0,1146.0,1033.0,1644.0,1033.0,961.0,598.0,1425.0,1975.0,1146.0,1751.0,745.0,537.0,371.0,333.0,1751.0,371.0,961.0,1072.0,1072.0,961.0,961.0,678.0,598.0,1033.0,678.0,961.0,961.0,623.0,1751.0,1644.0,745.0,333.0,371.0,745.0,1975.0,1975.0,1644.0,1751.0,623.0,745.0,1033.0,623.0,678.0,598.0,1751.0,1425.0,537.0,12.0,1751.0,1975.0,623.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,1888,575,159,1888,448,354,1759,1274,531,575,785,1759,159,1888,1359,1888,1359,1888,1858,785,1359,1452,1274,1888,1759,1274,575,448,1274,785,354,785,1452,531,1858,1888,1759,1888,1452,847,575,1858,448,575,159,847,531,785,159,354,1452,159,448,1759,1888,847,448,1888,847,448,448,354,531,1759,785,531,1359,1858,847,159,354,531,1759,1759,1359,1452,1759,1888,847,1359,159,448,785,1888,847,847,1452,575,448,1452,847,847,1274,1888,354,1858,1759,448,575,785,847.0,1858.0,785.0,575.0,448.0,575.0,1452.0,448.0,1452.0,354.0,1452.0,1452.0,448.0,1274.0,1274.0,1858.0,847.0,575.0,785.0,1359.0,1359.0,448.0,448.0,847.0,159.0,1759.0,448.0,1452.0,1359.0,1274.0,1888.0,1359.0,531.0,354.0,575.0,1359.0,847.0,785.0,354.0,1359.0,1359.0,1759.0,159.0,575.0,159.0,1888.0,785.0,1888.0,1274.0,1888.0,354.0,847.0,531.0,1274.0,1759.0,159.0,354.0,354.0,1452.0,575.0,1858.0,1858.0,785.0,354.0,1274.0,448.0,575.0,1274.0,847.0,1359.0,1888.0,1858.0,531.0,1359.0,1858.0,1888.0,1759.0,785.0,575.0,354.0,1759.0,354.0,354.0,1359.0,847.0,531.0,1359.0,,,,,,,,,,,,
538,1664,1649,845,845,1684,1448,1664,1770,1582,1448,1582,1448,1465,1649,1545,1649,1649,1582,1545,1465,997,1465,1684,1582,1770,1664,1684,1664,1448,1448,1649,1582,1582,997,997,1448,925,1545,845,1545,997,1545,925,1448,1664,997,997,1465,997,845,845,1770,1649,1649,1545,1664,1770,845,1545,1649,1582,1684,997,1684,925,1770,997,1664,1770,1649,1582,1545,997,1770,1649,845,1664,1582,1664,845,1545,1664,1684,1664,1465,1448,1465,1545,1545,997,1684,1770,1582,1649,1465,1664,1465,1448,1582,1582,1684.0,1664.0,1465.0,925.0,1649.0,1664.0,1664.0,1649.0,1448.0,1649.0,845.0,925.0,1684.0,1664.0,1545.0,997.0,1545.0,997.0,1582.0,1770.0,1448.0,1770.0,925.0,1684.0,1684.0,925.0,1684.0,1770.0,1684.0,1448.0,1465.0,1664.0,1684.0,1770.0,925.0,1545.0,925.0,1465.0,1684.0,1545.0,1770.0,1582.0,1684.0,1684.0,1649.0,1684.0,925.0,1582.0,1545.0,925.0,1545.0,1684.0,1545.0,1448.0,1545.0,997.0,925.0,1545.0,1664.0,1770.0,1545.0,1582.0,845.0,1664.0,845.0,1545.0,845.0,1448.0,1649.0,1448.0,1664.0,925.0,1684.0,845.0,845.0,1684.0,997.0,997.0,1684.0,1649.0,925.0,1582.0,1582.0,1465.0,845.0,925.0,1684.0,1582.0,,,,,,,,,,,
539,800,163,800,2,634,1866,47,1107,1798,1152,634,1866,163,1851,568,634,1152,2,568,588,568,1142,588,588,1812,1152,1142,1866,588,1142,800,1798,1851,1142,2,2,1798,800,800,1866,1851,568,1798,47,1798,568,634,1107,1798,163,568,1866,1866,1812,800,800,1107,634,47,568,2,588,1798,23,634,588,800,1798,23,1798,1798,1812,23,1142,1798,568,1798,634,1866,1812,47,163,568,568,800,923,1107,23,1798,1812,2,163,1812,1152,634,800,1152,1142,800,1142,1798.0,23.0,23.0,634.0,163.0,923.0,568.0,1152.0,1866.0,163.0,1798.0,568.0,800.0,1866.0,23.0,1866.0,2.0,588.0,1798.0,1866.0,1107.0,568.0,1107.0,1798.0,1798.0,1851.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,259,1878,1175,1527,931,858,1878,931,1175,1455,858,1878,60,1515,1455,1515,1527,452,60,1527,452,452,60,452,452,1878,1878,1878,60,931,127,60,452,259,127,1455,452,931,1878,60,452,1942,931,858,60,1175,931,127,858,1878,1527,1515,1527,931,1878,452,1455,1878,127,60,1175,858,259,1455,858,1527,1942,1455,858,1175,452,60,1515,1527,60,1455,60,259,259,259,60,931,259,1515,931,1455,259,127,259,858,1175,60,259,1175,60,1942,1455,259,1175,1527,1455.0,1527.0,259.0,1527.0,259.0,931.0,1175.0,452.0,127.0,127.0,60.0,1515.0,1527.0,1455.0,127.0,127.0,1455.0,858.0,1455.0,1455.0,931.0,259.0,127.0,127.0,1455.0,1942.0,452.0,259.0,1527.0,259.0,1515.0,60.0,1515.0,858.0,1455.0,1515.0,931.0,858.0,1175.0,127.0,1878.0,452.0,1942.0,931.0,1515.0,1942.0,127.0,931.0,1942.0,60.0,931.0,60.0,1527.0,60.0,1455.0,1455.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,1424,1301,1060,765,1424,1092,160,765,693,1484,693,1060,1366,452,1366,693,1484,1484,765,452,452,1484,1060,1366,1092,160,1572,1424,765,1424,452,1366,1484,1301,1572,93,765,160,452,160,1301,1366,1424,1060,765,1424,765,1366,1366,1424,1301,1572,765,93,160,93,1484,1366,1424,1092,693,160,1484,1484,1366,452,1301,765,1092,765,1572,1484,1301,452,1424,1060,1366,765,93,693,1366,452,1060,93,452,1060,1366,1301,93,1572,1424,1060,1366,693,1301,1572,1366,1092,1484,693,1092.0,1572.0,93.0,765.0,1572.0,1366.0,1060.0,693.0,1301.0,1424.0,693.0,1366.0,1301.0,693.0,765.0,1301.0,1092.0,93.0,765.0,93.0,452.0,1484.0,452.0,452.0,1366.0,160.0,1092.0,1366.0,1484.0,1301.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,438,832,361,832,438,1593,1538,1538,781,672,781,781,653,254,535,438,535,388,653,617,672,328,687,438,254,1538,535,617,1538,361,617,361,1062,388,687,1593,438,781,328,254,653,781,1593,1857,653,438,832,361,328,1062,328,328,781,438,1123,535,438,1857,832,653,653,328,672,1062,361,1261,672,1593,328,1261,1593,1123,617,781,349,535,388,361,617,1123,1538,349,687,687,1062,254,781,672,617,1062,687,328,1123,361,1261,832,1593,653,672,535,1857.0,1857.0,328.0,361.0,254.0,687.0,1593.0,349.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,1185,1549,1999,651,502,502,1409,1549,1999,269,1155,185,1437,889,889,584,1185,238,651,1980,743,336,1151,1437,238,651,1549,743,502,1980,799,1980,1549,238,799,1549,799,269,1155,1169,1151,889,1980,1437,1185,1185,1169,651,502,502,743,584,336,1409,269,185,1169,238,584,1151,1169,1999,1185,502,1999,651,799,1437,1169,1437,502,1437,651,269,1155,1409,799,1185,336,185,1155,1185,502,1980,799,1185,336,336,185,1169,889,1155,238,1980,1980,889,269,651,1169,1169,238.0,1169.0,1999.0,743.0,743.0,1169.0,185.0,269.0,502.0,799.0,799.0,743.0,799.0,1151.0,336.0,336.0,1409.0,336.0,1155.0,336.0,889.0,1409.0,1155.0,1169.0,336.0,1155.0,502.0,1549.0,1549.0,1185.0,799.0,502.0,185.0,1999.0,238.0,1437.0,1437.0,1549.0,1409.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,1506,1298,1155,1506,1182,1833,649,1712,1833,353,649,1298,1155,1712,237,1506,1712,237,1712,1182,1298,1506,1298,1155,237,1712,1712,353,1298,395,395,1833,353,1182,1298,353,649,1298,237,1155,1155,1155,395,353,1155,1712,1182,237,1712,1182,353,1155,1833,649,1155,649,1155,649,395,237,395,649,395,1833,395,1712,1298,1182,237,1506,1298,1833,1182,237,1155,1155,649,1712,237,1833,353,1712,237,1506,1155,1712,1298,395,1298,649,649,1182,395,1506,1506,1712,237,353,1833,1182,1833.0,353.0,1712.0,1298.0,395.0,1833.0,395.0,1712.0,395.0,353.0,1712.0,1506.0,1182.0,1155.0,1182.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,64,1071,64,208,962,1736,962,1071,953,962,962,1158,1930,1930,1736,64,1736,208,1158,1930,953,1345,895,895,1071,1345,1345,1736,64,64,895,1158,1883,895,1930,1071,1345,1158,895,1883,1930,1158,1883,1071,1345,895,1158,1345,953,1071,1930,1158,1736,895,953,1158,1930,1930,962,962,208,1345,962,1071,1071,895,208,1736,1071,1158,962,64,1345,953,64,962,208,64,208,208,1158,1071,64,64,962,895,1930,953,895,895,64,208,1158,1930,962,895,1071,1736,953,1883,953.0,1071.0,1071.0,1158.0,1071.0,208.0,953.0,895.0,1930.0,1345.0,1345.0,953.0,1883.0,895.0,1345.0,1071.0,1930.0,895.0,1736.0,962.0,64.0,64.0,208.0,208.0,64.0,1930.0,895.0,1345.0,64.0,1736.0,1930.0,962.0,1071.0,953.0,1883.0,208.0,953.0,1883.0,895.0,895.0,1736.0,1736.0,64.0,962.0,64.0,953.0,64.0,1345.0,1158.0,895.0,1071.0,64.0,1071.0,962.0,208.0,1736.0,64.0,1883.0,1345.0,953.0,64.0,1930.0,953.0,208.0,953.0,1158.0,962.0,1158.0,1736.0,962.0,1345.0,1930.0,1736.0,1071.0,1345.0,208.0,1071.0,1736.0,,,,,,,,,,,,,,,,,,,,,
546,610,177,1424,1424,1236,610,610,432,432,1999,1424,346,1688,432,1999,346,1424,1236,346,1424,1688,1999,1999,610,610,1999,252,252,177,610,1424,232,252,610,1999,1999,1424,1688,177,1688,232,1236,1999,252,177,610,346,1424,177,252,1999,432,610,1236,1688,252,432,432,1424,232,232,432,610,1688,346,1688,346,252,610,1236,232,177,1999,252,432,1688,1688,177,252,610,1236,346,1999,1688,1424,177,610,252,252,1999,610,610,432,346,432,1236,177,232,432,1688,177.0,1424.0,1424.0,610.0,346.0,1688.0,252.0,432.0,610.0,177.0,232.0,232.0,346.0,346.0,432.0,177.0,1424.0,432.0,610.0,177.0,1424.0,1999.0,432.0,1424.0,1688.0,177.0,177.0,177.0,610.0,1688.0,177.0,1236.0,1688.0,1688.0,1999.0,346.0,1424.0,432.0,252.0,232.0,252.0,346.0,346.0,177.0,1688.0,1999.0,1236.0,177.0,1424.0,252.0,232.0,177.0,1688.0,1424.0,1688.0,346.0,346.0,1236.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,367,63,704,63,1803,1050,1531,1358,614,1531,408,1531,1112,1358,614,1531,1803,1050,1358,1050,995,1531,1358,367,432,432,1777,1803,704,408,63,1918,1358,1777,1777,1112,432,1050,367,63,367,432,432,1918,1050,408,1358,995,1918,367,995,614,1803,367,1112,367,1803,1358,704,995,63,1112,408,367,995,432,1112,614,432,995,1112,1777,367,1777,1358,614,63,367,63,367,614,367,1777,1777,1112,704,1777,1358,1803,1803,1803,1112,432,63,1777,1531,408,432,1531,1050,1112.0,614.0,614.0,1112.0,1112.0,63.0,1358.0,614.0,1803.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,498,469,498,121,1975,1067,835,1399,498,469,1425,661,1355,950,1425,1975,1002,121,1399,911,1002,498,1425,1399,20,950,1067,20,1425,121,121,1492,469,835,900,1229,911,661,1067,911,1002,661,1399,661,469,835,1229,1355,1890,1975,835,1399,1067,20,1425,1002,498,1399,1975,469,1067,1425,1355,469,661,1002,835,1067,835,1123,469,469,20,1067,661,950,20,1355,835,469,121,1067,1399,950,661,1067,1067,661,469,835,1355,1425,900,1002,1399,1002,900,1355,1355,1355,498.0,1067.0,121.0,1399.0,950.0,1067.0,900.0,950.0,1067.0,900.0,1123.0,1399.0,1355.0,121.0,1399.0,121.0,1425.0,1123.0,900.0,1425.0,1123.0,1002.0,1399.0,835.0,1890.0,1425.0,1355.0,1890.0,950.0,1355.0,1425.0,1229.0,661.0,661.0,950.0,1229.0,835.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,129,932,1598,711,1072,663,114,886,592,663,592,1833,932,949,1232,1232,711,711,949,662,662,932,662,632,1072,711,129,949,1689,886,711,452,711,949,729,592,114,452,1598,886,1232,1833,949,662,452,949,711,129,1072,452,1689,1072,114,662,452,663,1689,129,949,932,592,1689,663,632,932,1833,114,1386,114,632,129,1833,729,663,592,1232,129,592,632,662,932,932,949,1833,886,886,662,592,711,1856,129,729,452,1833,1856,1232,1856,1232,662,1598,949.0,663.0,1232.0,1689.0,949.0,1833.0,592.0,114.0,662.0,1072.0,114.0,663.0,1689.0,662.0,711.0,1598.0,1386.0,1072.0,932.0,932.0,129.0,1856.0,1072.0,932.0,932.0,1833.0,1598.0,1232.0,1386.0,729.0,932.0,711.0,662.0,729.0,711.0,592.0,729.0,729.0,592.0,1232.0,1598.0,711.0,1072.0,114.0,452.0,129.0,1598.0,129.0,663.0,114.0,663.0,1833.0,452.0,129.0,632.0,1833.0,932.0,1072.0,886.0,663.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,129,643,129,690,1751,265,1555,643,1555,643,1705,129,643,690,735,643,1705,777,258,735,1284,1284,54,747,309,1284,1156,15,258,643,265,643,690,1705,777,777,690,309,309,747,690,54,258,643,735,690,15,643,1156,54,643,1156,15,690,309,265,54,265,129,735,747,129,1705,735,735,1156,265,1284,1751,643,309,735,54,643,1705,54,258,1284,747,643,777,1284,309,1555,777,258,1705,1284,735,735,258,129,643,309,1284,735,690,316,643,777,1284.0,777.0,258.0,1751.0,777.0,54.0,309.0,316.0,643.0,15.0,1156.0,747.0,1705.0,15.0,1555.0,265.0,1555.0,1751.0,735.0,690.0,1156.0,643.0,777.0,777.0,129.0,265.0,1555.0,15.0,129.0,15.0,690.0,643.0,777.0,690.0,1705.0,1284.0,1705.0,777.0,265.0,316.0,690.0,1705.0,265.0,777.0,54.0,54.0,309.0,643.0,690.0,643.0,643.0,777.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,38,1076,975,200,390,604,1076,200,38,604,200,61,200,38,1503,957,1503,975,200,517,957,38,390,1503,604,1076,957,200,61,390,1503,957,61,957,517,517,604,1503,200,38,1076,517,61,38,517,38,390,873,517,390,200,975,200,200,1076,975,957,957,38,1076,604,517,604,604,61,873,517,200,38,975,873,38,1503,200,1503,517,957,604,975,390,957,957,61,1503,61,975,1503,38,957,390,975,957,1503,1076,1076,61,517,61,1076,200,1076.0,390.0,873.0,390.0,1503.0,390.0,61.0,873.0,1503.0,200.0,604.0,604.0,390.0,957.0,873.0,1503.0,200.0,873.0,975.0,1503.0,975.0,604.0,957.0,1076.0,517.0,1503.0,873.0,975.0,61.0,1076.0,517.0,1503.0,604.0,517.0,200.0,200.0,61.0,517.0,517.0,957.0,1503.0,61.0,390.0,200.0,517.0,957.0,873.0,1503.0,61.0,38.0,1503.0,1503.0,975.0,1503.0,390.0,975.0,38.0,61.0,873.0,957.0,61.0,604.0,975.0,975.0,61.0,1076.0,1076.0,873.0,957.0,1503.0,604.0,604.0,1503.0,61.0,200.0,61.0,1076.0,390.0,957.0,1503.0,975.0,38.0,604.0,604.0,61.0,957.0,517.0,975.0,975.0,957.0,873.0,975.0,517.0,,,,,,
