title,release,artist_name,duration,artist_familiarity,artist_hotttnesss,year,listeners,playcount,tags
I Got To Quit My Baby,Chicago Blues Festival 1974 With Jimmy Dawkins,Sunnyland Slim,147.77424,0.485792919341,0.332870566937,0,11,18,
City Slickers,The Bucket List,Marc Shaiman,149.86404,0.510010870826,0.378442736545,2008,355,1221,
A Whiter Shade Of Pale (Live @ Fillmore West),Live At Fillmore West [w/bonus tracks],King Curtis,326.00771,0.575674218481,0.36682078764,0,264,887,"Soundtrack, jazz, blues"
The Ballad Of Sleeping Beauty,Whaler,Sophie B. Hawkins,305.162,0.713274972364,0.377593081772,1994,2740,8545,"female vocalists, 90s, Ballad, pop, 80s"
Streets On Fire (Explicit Album Version),Lupe Fiasco's The Cool,Lupe Fiasco,279.97995,0.902062926903,0.554633230574,0,1259,2514,
Prognosis,Major Impacts,Steve Morse,363.85914,0.589903022269,0.420692587866,2000,8955,19977,"guitar virtuoso, instrumental, rock, guitar, Progressive rock"
Harajuku Girls,Love Angel Music Baby,Gwen Stefani,290.55955,0.837872047083,0.532803541797,2004,198510,760692,"pop, gwen stefani, female vocalists, dance, japanese"
Der Kleine Dompfaff,Platinum Line Renaud,Line Renaud,152.92036,0.470212295689,0.320086926752,0,4,6,
Living Hell,Harsh Realities,Bitter End,282.43546,0.602868066745,0.449002435522,0,304,789,"metal, thrash metal"
Midnight Star,Northern Blue,Luna Orbit Project,335.51628,0.420966666741,0.310661895685,0,116,282,
Intro,Nothing To Remember,40 Grit,75.67628,0.45197771728,0.331351564822,2003,599,1943,"alternative, 6 of 10 stars"
Native Soul,. . . Till Then,Danilo Perez,197.19791,0.331874146457,0.322823300136,2003,1156,2110,"latin jazz, jazz, but the hike aint far"
God Bless You (Goddamn it),Faso Latido,A Static Lullaby,237.42649,0.758678715163,0.557562472221,2005,5055,14003,"emo, screamo, heard on Pandora, emocore, love me"
Rakkauden satu - Histoire d'un Amour -,Ystävän Laulu - 25 Unohtumatonta Laulua,Erkki Junkkarinen,215.82322,0.404499596409,0.331642439233,0,36,116,rakkauden satu
Trapped In Reality,Parody Of Life,Headhunter,312.76363,0.607734319959,0.448452836637,0,783,2141,"funny, awesome feeling"
Pero Me Acuerdo De Tí,Mi Reflejo,Christina Aguilera,266.73587,0.831240276991,0.737884133178,2000,48764,277431,"pop, latin, female vocalists, Christina Aguilera, Ballad"
Urgence,Belles De Zouk,Sonia Dersion,269.87057,0.375962133368,0.349873381333,2004,192,544,
The Illusionist,Nuclear Blast Showdown 2006,Scar Symmetry,271.5424,0.718381342383,0.455825978803,2006,95443,864826,"Melodic Death Metal, death metal, metal, Swedish Metal, Scar Symmetry"
La Route Est Belle,Ensorsoleil,Oztara,207.51628,0.450877777726,0.313171601948,2005,273,886,sd
Ponto,Requiem EP,Kali,349.83138,0.543350012966,0.399265149721,0,11,14,
A New Hope,Dude Ranch,Blink-182,225.14893,0.851351443053,0.582346373958,1997,138387,656741,"punk rock, pop punk, punk, Star Wars, Blink 182"
A New Hope,Dude Ranch,Blink-182,225.12281,0.851351443053,0.582346373958,1997,138387,656741,"punk rock, pop punk, punk, Star Wars, Blink 182"
Party In The Burbs,TheBurbsLife,John Brown,151.27465,0.641525136191,0.387181941622,0,4,5,
I Love You And You Love Me,Andy Russell. Themes Only For Lovers,Andy Russell,156.94322,0.399253389957,0.281995108835,0,6,14,
Como La Flor (2005 Re-mastering) (Live),Unforgettable,Selena,329.58649,0.748320703067,0.54586591707,0,164,266,
Great Is Thy Faithfulness,Live In Detroit (Expanded Edition),Vickie Winans,287.03302,0.65393782097,0.396855869325,0,10,12,
Bus Station Blues (Live),Gotta Walk With da King,Little Freddie King,443.55873,0.419320248752,0.338781245112,0,7,10,"blues, soul new"
Mr. Prime Minister,Judgement Days,Ms. Dynamite,286.32771,0.589694605247,0.383863704328,2005,2179,5859,"political, rnb, Ballad, Mellow Babes"
Reason With The Beast,Cormorant,Shriekback,113.60608,0.547938241204,0.374791219264,2005,419,1229,
Sayin' Dope,All In The Mind,The Bucketheads,365.71383,0.56384598478,0.344540600846,1995,1745,3887,"House, heard on last-fm 09, banging tunes"
A La Memoria Del Muerto,Soy Como Soy,Fruko Y Sus Tesos,261.90322,0.533724476939,0.370747683691,2004,14236,35050,"salsa, latino, latin, Colombia, Baladas"
Now You Know,Senseless: Live At Cantone's_ 1982,The Real Kids,222.11873,0.484893131196,0.344871922171,1996,1952,4288,powerpop
Korrupted - Remix,Don't Sleep,Tha Chamba,281.75628,0.26212937455,0.175955738194,0,100,158,heisse scheibe
Mother,Divergent,Circular,59.89832,0.501246444346,0.35482563881,0,846,2706,
I'm Sitting Here Waiting,Live In Switzerland,Eddie Boyd,203.36281,0.45312517863,0.349409350734,0,31,64,
My Bonnie Lies Over the Ocean,The Simple Life: Campfire Songs,Kinky,101.14567,0.739684334599,0.553596233435,0,1207,1673,
As Diehard As They Come (Album Version),Supremacy,Hatebreed,136.95955,0.832757431314,0.546383748198,2006,179,605,
Sex Objekt,Direkt Aus Dem Knast (Du Spast),Jack Orsen & Taktlo$$,200.51546,0.49199116369,0.234625314276,0,10,24,
I Hate You,High Kicks,The Stolen Minks,56.42404,0.501125000865,0.298269162698,0,173,467,
Song For Mom (LP Version),The Definitive Collection,STEVE CAMP,296.14975,0.527078763904,0.314428180796,0,1,2,
Shameless,So Wrong_ It's Right,All Time Low,221.67465,0.842431482081,0.526458223464,2007,179016,1069745,"pop punk, All Time Low, punk rock, powerpop, alternative"
Quiet Time,Passion,Regina Belle,307.33016,0.56602430216,0.384601685548,1993,3052,7272,"soul, sensual, quiet time, love song, regina belle"
Just A Little Lovin' (Will Go A Long Way),Number Ones,Eddy Arnold,166.16444,0.564128950147,0.397775654323,1967,753,1773,country
Little Sister,Round Every Corner,Debbie Davies,225.67138,0.528835697897,0.343133497395,1998,516,951,"female vocalists, blues, guitar, blues rock"
And I Love You So,Songs For A Wedding - 18 Songs For That Special Day,Brian Dullaghan,212.94975,0.291433259678,0.150857762445,0,3,3,
All Over Me,The Camp Is Back,Jay Tee & Baby Bash,203.67628,0.662945434383,0.328157419903,0,1,1,
From The Blind (LP Version),The Hinderers,Daath,230.86975,0.473963333208,0.3507066599,2006,30,96,
L' Envers Du Décor,French Touch,Richard Galliano,261.74649,0.571422801587,0.423356106094,1999,1211,2173,"accordion, again, 1306fh, loved1306"
Soul Searcher,Rescue You,Joe Lynn Turner,247.7971,0.620041694718,0.364975595396,0,1547,6100,hard rock
What To Do Crying Waiting Hoping Learning The Game,Down The Line,Bobby Vee,227.05587,0.422787884372,0.395247623181,0,2,2,
Flashflood,Labor Days,Aesop Rock,234.52689,0.83453858559,0.477310881067,2001,81104,358642,"Hip-Hop, underground hip-hop, hip hop, rap, underground"
Imagination,San Francisco Love House Volume 2,Hysterie,389.642,0.383294226336,0.255564868159,2005,78,170,
Skeletons (Live Acoustic Version),Naked Songs Live And Acoustic,Rickie Lee Jones,221.12608,0.670615396166,0.503151605985,0,118,236,
Something For The Pain,Blue Moon,Robben Ford,298.37016,0.604820431918,0.383877493634,2002,2453,7606,"blues, Modern Blues, Robben Ford, vinnie colaiuta, jimmy earl"
This Is NOT a Crass Song,A New Kind of Army,Anti-Flag,359.6273,0.844039532227,0.524378987515,1999,20908,67858,"punk rock, punk, male vocalist, english lyrics, 1990s"
If You Love Me,Becstasy,Becky Baeling,247.66649,0.506933335781,0.334851270474,2003,774,1914,"Becky Baeling, pop, singer-songwriter, dance, summer"
Still There For Me,Suitcase,Keb' Mo',190.56281,0.632130913015,0.472281210651,2006,5122,14598,"blues, singer-songwriter, americana, blues rock, heard on Pandora"
Feelings,Innovation The Album Mixed By Shy FX,Shy FX & T Power,380.44689,0.524694957898,0.368067241031,2005,18876,98951,"Drum n Bass, Drum and bass, dnb, jungle, liquid funk"
Allein,Ultrakurzwelle,UKW,266.762,0.470124075148,0.325022932845,0,59,176,
I don't Want to Be Alone Tonight,Ocean,Jauida,269.76608,0.539156209732,0.360648924812,0,0,0,
Ghost Town Rituals (Album Version),The Faithless,Nights Like These,305.89342,0.62888684798,0.31075405708,2006,14,24,
Rattlesnake!,Rattlesnake!,A Static Lullaby,213.49832,0.758678715163,0.557562472221,2008,17730,99249,"screamo, post-hardcore, post hardcore, songs to listen while drinking beer to make life too awesome, heard live"
Un Peu D'Amour Et D'Amitié,Joue Legrand & Becaud,Maurice Larcange,215.37914,0.360241801208,0.279642625277,0,23,35,
Doppelgänger [Qliphothic Phantasmagoria],That Which Remains,Coph Nia,658.02404,0.562466849893,0.354934743221,2000,608,1459,"industrial, dark ambient, Ritual, thelema, unfassbar"
Morning Glory,Stop The Clocks,Oasis,301.92281,0.834564098277,0.540216450465,0,599721,3473708,"britpop, rock, oasis, british, 90s"
Morning Glory,The Perfect Driving Album,Oasis,301.60934,0.834564098277,0.553393663056,0,599721,3473708,"britpop, rock, oasis, british, 90s"
Tomorrow Gone,Something Deeper Than These Changes,Stew,179.9571,0.541077952498,0.304547713372,2003,218,1125,
Whip It,DJ Slugo Juke Chronicles Vol. 10,DJ Slugo,199.20934,0.5593586309,0.399639490172,0,36,78,
Shooting Stars,So Far From Real,Cauterize,240.43057,0.537908276132,0.41772733755,2003,23029,127911,"punk rock, pop punk, Soundtrack, rock, Movie Music"
Citizen Of The Planet,Old Friends Live On Stage,Simon & Garfunkel,194.35057,0.796493401551,0.510324986101,2004,9080,22941,"folk, best, singer-songwriter, 00s, simon  and garfunkel"
You Can Always Come Home,Matters Of The Heart,Commissioned,342.83057,0.50400634026,0.411218525262,0,133,508,
Little Bitty Pretty One,Greatest Hits,Dee Clark,141.19138,0.533650139488,0.343508877692,0,2388,5538,"oldies, classic rock, 60s, Dee Clark, motown"
La Vida En Rosa,Instrumental Acordeón (28 Hits in Accordion),S. Solis y Orquesta,182.20363,0.0547088091866,0.0,0,67,142,
Love Me Now (Rockwilder Remix) (Feat. Wyclef And Redman),Love Me Now (featuring Wyclef) (International Only),Beenie Man Featuring Wyclef And Redman,228.04853,0.729212274097,0.481339308574,0,9,18,
Doctor Of Hearts (Album Version),60's Girl Groups,THE CHIFFONS,166.922,0.599536501545,0.398349517122,0,4,4,
The Blessing,Without Zero,Joi,333.24363,0.67901186881,0.360871465375,0,527,1597,"electronic, Joi, the blessing, Ni4ego tak, sitarki"
Crying Time,Live From Deep In The Heart Of Texas,Commander Cody And His Lost Planet Airmen,188.70812,0.467925843409,0.365931468985,1974,144,321,
The Cookie Bakers of the Night,Buzz Buzz,Laurie Berkner,233.45587,0.558481252978,0.376325960229,2001,585,2284,children
No Unexpected Guests,Ghost Ship,John Frizzell,133.19791,0.432839367307,0.366905852789,2002,260,484,
Librado Maldonado,Perro Malagradecido,Los Originales De San Juan,263.6273,0.648902582007,0.440835006713,0,24,65,
Trouble In The City,#8,J.J. Cale,202.94485,0.675766803469,0.435468898816,1983,9831,29269,"blues, singer-songwriter, rock, guitar, classic rock"
Ven Conmigo/Perdoname (Live),La Leyenda,Selena,388.51873,0.748320703067,0.54586591707,0,65,100,
Prvni vesela,Rubikon,Krystof,262.55628,0.508636229134,0.372119118631,2006,3042,16145,"Czech, trumpet, drums, male vocalist, optimistic"
Walls And Cannonballs (Album),Release,Sister Hazel,195.36934,0.731065755711,0.509878707853,2010,770,1991,"indie, alternative, alternative rock, indie rock, Sister Hazel"
Knocked Up,Sex On Fire,Kings Of Leon,466.65098,0.845768866449,0.788805935162,2007,485504,2985094,"rock, indie rock, indie, Southern Rock, kings of leon"
Crass Commercialism,Everything Went Black,Black Flag,1030.19057,0.731208047166,0.547506775318,1982,10603,23043,"hardcore punk, black flag, punk, Radio, spoken word"
If You'd Only Talk To Me (Bonus Track),Touchpaper,Claire Hamill,205.42649,0.515847654169,0.353124990046,0,13,14,
Dark Angel,The Truth,Precious Bryant,193.72363,0.462996094372,0.329391949162,2005,764,1778,"folk, female vocalists, blues, guitar, speed"
Taste Of Dis (Explicit Version),Chain Letter,Brooke Valentine,261.53751,0.705745818021,0.359064295989,2005,129,157,
Why don't you eat where you slept last night ?,Hot Rhythm & Cool Blues,Zuzu Bollin,175.90812,0.436155424716,0.0,0,48,81,
L'accordéoniste,13 ans de caravaning,Les Hurlements D'leo,182.04689,0.446326628058,0.425728130672,1999,7894,29221,"french, chanson francaise, francais, Akkordeon, m3d1t3rr4n34n"
Tumba Tumba,La Charanga Soy Yo,Charanga Forever,367.43791,0.338173031795,0.279901462285,2000,162,531,
Hex Breaker,Secrets & Lies,Taint,281.46893,0.560882278725,0.345063466688,2009,2684,9680,"stoner metal, Post-Metal"
Hawaiian Chimes,The Legendary Leonard Kwan : The Complete Early Recordings,Leonard Kwan,170.31791,0.384772190478,0.0,0,503,833,great stuff
The Melting Moon (Edit),The Melting Moon,VHS Or Beta,224.20853,0.671610639836,0.421973968279,2004,24,165,
Suffocating Under Words Of Sorrow (What Can I Do),The Poison,Bullet For My Valentine,215.53587,0.815437802879,0.613443198243,2005,284724,2251232,"metalcore, metal, hardcore, rock, emo"
Turn Around,In This Place,True Believers,361.53424,0.494073815045,0.328073304913,0,11,37,
Lobotomy,Turbocharger,Chaotica,243.25179,0.510937258396,0.312127027438,0,412,2175,spelling lobotomy correctly
Big Balls And Cow Town,House Of Blue Lights,Asleep At The Wheel,251.37587,0.604259559858,0.461023015726,0,93,578,
Lie Down And Be Counted (2007 Digital Remaster),Let's Make Up And Be Friendly,Neil Innes,190.74567,0.489360046492,0.362113477639,0,639,1175,I like
La Excursion,Patchwork,1. Futurologischer Congress,107.49342,0.374763103346,0.256977993692,0,27,35,
Party Til The Cows Come Home,Gettin' My Groove Back,Elvin Bishop,254.56281,0.558475816181,0.407887969619,2005,717,1953,"BRC Blues Band Karlsruhe, Blues Rock Club Radio Karlsruhe, blues rock radio deutschland, Walter Buddy Freter, lautfm bluesclub"
To The Stars,October,Claire Hamill,123.71546,0.515847654169,0.353124990046,0,228,784,sun and moon and stars and outer space
Your Amazing Grace (feat. Raul Midón),A Night In Monte-Carlo (Live),Marcus Miller,409.05098,0.695416519042,0.412110495205,0,268,488,
Compulsory Resurrection,Programmed to Consume,Abysmal Dawn,250.3571,0.64602134277,0.40880107252,2008,4606,17033,"Brutal Death Metal, metal, death metal, Technical Death Metal, Blackened Death Metal"
Into A Swan,Into A Swan,Siouxsie,234.55302,0.63444171315,0.423117944352,2007,38369,150432,"Gothic, post-punk, new wave, dark wave, Alternate Rock"
Steamroller Blues,James Taylor Live,James Taylor,324.85832,0.826513628554,0.628228387313,0,16438,41198,"blues, james taylor, rock, folk, singer-songwriter"
Heute,Drama_ Spiel und Blut (Das Archiv Teil 1),Der Moderne Man,183.30077,0.419034024131,0.293984390154,0,480,1204,
Eleanor Put Your Boots On,Eleanor Put Your Boots On,Franz Ferdinand,195.13424,0.80322000309,0.583022291408,2005,482987,2383770,"indie, rock, indie rock, alternative, franz ferdinand"
Eleanor Put Your Boots On,Eleanor Put Your Boots On,Franz Ferdinand,195.18649,0.80322000309,0.571376561591,2005,482987,2383770,"indie, rock, indie rock, alternative, franz ferdinand"
Wasted Love,Before & After,Tora Tora,229.8771,0.557857850046,0.36982344722,0,224,550,
Old Times Sake,Suit Yourself,Shelby Lynne,290.97751,0.685691649,0.542502096105,2005,2534,6713,"country, singer-songwriter, americana, Alt-country, vocal"
Sous la Tour Eiffel,Italo Dance Collection_ Vol. 1,Taboo,301.71383,0.508036616245,0.339627561044,0,262,757,
Canta Brasil,Classic Latino,Gal Costa,193.35791,0.720823971709,0.437464553695,1981,12290,47162,"Bossa Nova, female vocalists, latin, brazilian, brasiliana"
Ass Attack (Four Tet Remix),Coming On Strong,Hot Chip,181.02812,0.852638932219,0.53576315772,2004,2417,4301,
A Day In The Life (Album Version),Performing this week... At Ronnie Scotts,Jeff Beck,286.27546,0.747684012455,0.529995832899,0,11,55,
Sally In the Garden,Coal,Kathy Mattea,44.64281,0.603383145272,0.422127199293,2008,1006,2750,
Give Your Love To Me,Tell The People,Cornell Campbell,215.01342,0.587023738749,0.383229026192,0,343,1279,"cornell campbell, lekker ska, Attic Reggae Lovers, give your love to me"
Naked In The Rain (Album Version),Blood Sugar Sex Magik,Red Hot Chili Peppers,265.63873,0.833967972053,0.576903815588,1991,470,636,"alternative rock, Red Hot Chili Peppers, Best Band EVER, rhcp"
Down On The Farm (2006 Remastered Edit Version),The Best Of Little Feat,Little Feat,228.98893,0.674913857635,0.479187492236,2006,755,978,"rock, classic rock, 70s, Southern Rock, southern-rock"
Kleina Wixa,Wenn hier einer schießt_ dann bin ich das,ÄI-TIEM,200.48934,0.0653273281395,0.0,1993,190,459,"hip hop, german"
Two Track Dub (Dub / Instrumental Reggae Music),Dub Catalogue,Mikey Dread,373.26322,0.58568314983,0.360445765807,1982,41,44,
Tides Of Time,Live From The American Ballroom,Donna The Buffalo,281.93914,0.575532411691,0.37453002882,1999,1943,6433,"rock, Alternative Folk, americana, upbeat, Uplifting"
Papel Quemado,En Vivo,Conjunto Mar Azul,309.96853,0.0,0.0,0,181,590,
The One I Got,Long Time Coming,Jonny Lang,208.32608,0.698969925264,0.486783024923,2003,9250,27678,"blues, rock, romantic, guitar, energy"
So What!,Alive In Europe!,Tesla,228.98893,0.707199763838,0.513463289702,2008,4644,21339,"hard rock, hair metal, glam rock, hair band, Glam Metal"
There Are Things I Think You Should Know,Aux,Statues,155.6371,0.528527958582,0.335677609377,0,122,513,"Canadian, punk rock"
Distancia,Colección Diamante: Alberto Cortez,Alberto Cortez,252.78649,0.506778928376,0.328413737878,1989,2911,6354,"spanish, cantautor, Lo mio, 60s spanish, Musica Hispana"
Who Are You?,Foreign Objects,The Kitchen,213.10649,0.47525933226,0.0,0,33,112,
Thug Queen,The Unforgiven_ V.2: Assisted Suicide,X-Raided,242.59873,0.624573379079,0.438701670045,0,74,210,
Triesteitaliana,The Blue,Novembre,295.23546,0.649602604225,0.413070411394,2007,14176,85486,"doom metal, Progressive metal, Gothic Metal, heavy metal, metal"
Tell Me Partner,Bloomfield-A Retrospective,Mike Bloomfield,320.1824,0.495066660974,0.347511764516,0,112,270,"allboutguitar, blues, guitar, allboutGuitarcom, Blues-Rockclub"
Girls Make My Hair Loose,Sound Networks EP,Unison,216.78975,0.475317891177,0.366832712773,0,487,1097,jazz rap
Ma Garçonniére,Réchauffe L'hiver,Francky Vincent,207.90812,0.515729351113,0.299088305738,0,1,2,
Down At The Old Corral (Album Version),Wind In The Wire,Randy Travis,198.76526,0.787877691086,0.543225521045,1993,63,69,
CNN War Theme,Monolithic baby!,Monster Magnet,217.10322,0.687294463335,0.517170480632,2004,13020,48950,"hard rock, Stoner Rock, heavy metal, stoner metal, space rock"
Heart-Shaped Box,From The Muddy Banks Of The Wishkah,Nirvana,281.65179,0.825805386192,0.661382924338,0,1935283,16758151,"Grunge, rock, 90s, alternative, Nirvana"
Tudo Que Você Quiser,Ao Vivo,José Augusto;Catia Guimma,256.15628,0.429544941704,0.322468154464,0,2,4,
Nasty Little Lonely,Live 1978,Alternative TV,305.71057,0.539111560547,0.34913960182,1978,2790,7264,"punk, intense, 10 of 10 stars, Seminal, iced ink palace"
Spaced Invader (Ian Pooley Club Mix),Spaced Invader,Hatiras & Slarta John,383.58159,0.153605548145,0.381467814824,2000,2,2,
Now We Know,The Serious Reggae Album Vol 2 Prt 2,Sugar Minott,193.93261,0.606975737219,0.386289651246,2007,1014,2576,"reggae, jamaica, SUGAR MINOTT, NWK"
Tien An Man Dream Again,Flyin' The Flannel,fIREHOSE,78.05342,0.552704814467,0.387008321794,1991,5079,12323,"alternative rock, post-punk, rock, alternative, american"
the fallen...,This Will Be The Death Of Us,Set Your Goals,204.40771,0.823910087359,0.549749651587,2009,35606,357338,"pop punk, melodic hardcore, hardcore punk, punk rock, best of 2009"
Mi Sangre Latino,Selecao De Ouro Vol.2,Nelson Ned,177.6322,0.498663648578,0.321882689946,0,126,266,
Yesterdays,The Hollywood Collection,Ray Conniff,191.63383,0.5557649996,0.376514231215,0,359,916,easy listening
Vincent,La Bonne Humeur,Madilu System,451.44771,0.421209146573,0.294607892786,0,218,499,"Congolese Music Rocks, luis esco"
The Lifestyle That Got Away,Ode to the Inverse of the Dude,The High Strung,153.73016,0.599944669856,0.396800218979,2009,2216,5056,shameless us soundtrack
Get Your Hustle On,Love_ Peace & Nappiness,Lost Boyz,243.53914,0.569741152282,0.412240600536,1997,1406,3359,"New York City, queens"
Brand New Broken Heart,Same Old Place,NewFound Road,176.56118,0.518501273167,0.38370057918,2009,160,423,
Te quiero tanto,Lo Mejor De Vilma Palma,Vilma Palma e Vampiros,210.05016,0.588117649664,0.378106965104,1993,11438,37221,"alternativo rock, rock, argentina, Rock en Espanol, rock en español"
Severed (demo) (Album Version),Pass Out of Existence [Special Edition],Chimaira,179.04281,0.837450128295,0.476760867098,0,13,24,
Worrying Over You,Mums and Dads Reggae Favourites,Jackie Edwards,206.05342,0.503738789949,0.35929084897,0,80,152,"classic reggae, worrying over you"
Redwing,Eveningland,Hem,252.86485,0.632242851126,0.453435791193,2004,5582,24360,"folk, indie, country, sad, americana"
Gimme Gimme Song,Some People,Mickey And The Students,914.02404,0.433369111317,0.0,0,5,13,
Conscience Ah Heng Dem (interlude),More Fire,Capleton,29.41342,0.662250483665,0.410053622676,2000,89,217,
You Need Hands (1993 Digital Remaster),The Great Rock 'N' Roll Swindle,Malcolm McLaren,169.50812,0.748104672125,0.545975531063,0,18,34,title is a full sentence
Abnormal (Acoustic),Barefoot - the acoustic ep,Bumblefoot,214.64771,0.645533996473,0.448407442123,0,216,1271,guitar virtuoso
Sicilienne,Guitar Adagios,Steve Erquiaga,225.33179,0.461917430861,0.360625670596,0,150,619,"guitar, instrumental, acoustic, peaceful, gentle"
Nur eine Nacht mit Dir,Wahnsinn,Lara,211.90485,0.55757105921,0.306947608643,2009,12,23,
Broadway Star,Desperately,Barrabas,241.3971,0.311851336763,0.156920309238,0,190,625,jazz
Innocence,The Best Damn Thing,Avril Lavigne,232.202,0.941896454524,0.598596744615,2007,340644,2773194,"pop, pop rock, avril lavigne, rock, female vocalists"
Innocence,The Best Damn Thing/Under My Skin,Avril Lavigne,232.202,0.941896454524,0.609799757806,2007,340644,2773194,"pop, pop rock, avril lavigne, rock, female vocalists"
All That You Need,Praise Him...Live!,The Brooklyn Tabernacle Choir,257.30567,0.559278494224,0.432011946858,1995,100,287,
Heal (The Separation) [H.E.L.P Breakbeat],Heal (The Separation),The Shamen,247.53587,0.605880471066,0.393660867924,1996,41,51,
Hope I'll Join That Band,Birmingham Jubilee Singers Vol. 2 (1927-1930),Birmingham Jubilee Singers,172.93016,0.338370154526,0.0,0,38,53,gospel
All Kind of People,Rewind Selecta: Up Tempo Collection Volume 3,Sugar Minott,211.06893,0.606975737219,0.386289651246,0,220,389,dancehall reggae
The Dynamo Of Volition [From An All Night Session],We Sing.  We Dance.  We Steal Things.,Jason Mraz,263.00036,0.84297210826,0.793412622763,0,2251,7872,"pop, relaxing"
Triumph / Timour The Tartar / The Left Handed Fiddler / Speed The Plough / De'il Among The Tailors,The Strathspey King,James Scott Skinner,184.52853,0.247485184161,0.0,0,13,23,
Cavasamba Um (Edit),O Tempo Do Samba,Grupo Batuque,41.56036,0.500848691739,0.324624481574,2005,139,209,art and all
Hole In The Pumpkin,Shocking Out,Ini Kamoze,234.84036,0.621825361751,0.50796214473,0,538,1443,
Untitled,An Anthology of Chinese Experimental Music 1992-2008,Dino,406.38649,0.642358176035,0.409818411456,0,298,704,
Between Me & You Kid (Album Version),Five Dollar Bob's Mock Cooter Stew,Mudhoney,217.5473,0.672680592884,0.476389108826,1993,8,23,
Gold Und Silber,Ausland,Pyrolator,167.28771,0.456620687222,0.347766980164,0,1073,2701,"teutonik wave, mayatronika"
The One I've Been Waiting For (Diamond Days Album Version),The Early Years,Out Of The Grey,252.62975,0.431030787168,0.333858124563,0,46,69,
Guidum,Guidum,Abraham Laboriel,423.26159,0.362358558581,0.298372720987,1995,504,1567,"Fusion, jazz fusion"
People of cloud nine,You Are Here,Uman,344.2673,0.533504314342,0.352364097835,0,564,1006,
Baat Ban Jaye,Qurbani,Biddu,195.39546,0.370667207746,0.297258384063,0,54,158,"Disco, laidback"
The Epi-Pen,Firewall,Alexandre Desplat,239.38567,0.609816403443,0.560380805158,2006,166,414,
Loba,Loba,Shakira,222.37995,0.83317856089,0.804219797447,2009,284983,2199256,"dance, Shakira, latin, sexy, pop"
Loba,Loba,Shakira,230.922,0.83317856089,0.804219797447,2009,284983,2199256,"dance, Shakira, latin, sexy, pop"
Mas P**' (America'S Mexican),America's Mexican,George Lopez,238.99383,0.668020248723,0.516963730738,2007,43,78,
Nordcore,Frauen & Technik,Pyranja,225.33179,0.548672435741,0.35850092274,2004,175,650,
My Heart Went That-A-Way,Classic Country Vol 1,Roy Rogers,182.67383,0.510367932469,0.405080353325,0,139,248,
Away In A Manger,Navidad,Lara & Reyes,92.70812,0.338956022388,0.351561406961,2000,949,1524,"christmas, Flamenco, under 2 minutes long"
Pacific Coast Remix,Trauma,DJ Quik,260.362,0.712098902128,0.413393911287,0,1505,3911,"West Coast Rap, 90s Hip Hop, Great rap, Q Rap"
Complainin',Aren't Women Wonderful,Sophie Tucker,180.6624,0.451784405954,0.360916230015,0,14,159,
Shang Zhui Ren,Miriam Xin Chang Jin Pai Jin Qu,Miriam Yeung,276.74077,0.492253132435,0.256803368795,0,18,27,
De pie,Uno,Fuzz,223.39873,0.47929085413,0.359775661536,0,220,480,
I'm in Korea,If You Love Me,J. B. Lenoir,190.64118,0.520553745712,0.355974358947,1954,1054,2031,"blues, Classic Blues"
Perfect Tree,16 Great Christmas Classics Volume 3,Ray Boltz & Steve Millikan,245.62893,0.50948102735,0.386292984094,0,1,1,
Chinoiserie,Live In Swing City- Swingin' With Duke,Lincoln Center Jazz Orchestra,304.84853,0.486974477063,0.309813144124,0,351,814,
Living Underground,The Greatest Hits - Vol. 1,Atomic Rooster,220.39465,0.520757634637,0.404566537526,2005,1391,2903,"jazz, rock, underground"
Don't Stop The Music,Just Dance,Rihanna,283.8722,0.917863905848,0.908202619208,2007,1640254,9872348,"dance, pop, Rihanna, rnb, female vocalists"
Careful In Career,Sons And Fascination/Sister Feelings Call,Simple Minds,308.94975,0.700679841774,0.503362447997,1981,6127,18276,"new wave, indie, pop, 80s, indie rock"
The Portrait (Live) (Reissue) (Album Version),In Concert 1987 - Abigail,King Diamond,286.56281,0.783746917558,0.465542671772,0,28,47,
Destination Eschaton (Hardfloor Vocal Mix),Hystericool: The Best of the Alternate Mixes,Shamen,443.03628,0.605880471066,0.393660867924,2002,502,1498,
In De Dance Again,Bust Out,Mighty Diamonds,208.87465,0.596834825696,0.414609584707,0,63,90,
So. Central Rain (2006 Digital Remaster),And I Feel Fine.....The Best Of The IRS Years 82-87,R.E.M.,195.52608,0.730669501935,0.623835200923,0,1090,2648,13
El Corcovado (The Wood-Quail),Un Fuego De Sangre Pura:  Los Gaiteros de San Jacinto from Colombia,Los Gaiteros de San Jacinto,234.52689,0.36951673978,0.315628274421,0,316,616,
Aquel Mundo De Amor,Donde Estas Corazon,Pablo Montero,163.29098,0.546310423699,0.309919339654,0,53,66,
Girls Girls,Burnin up,Pinchers & Ganglords,235.17995,0.558384455186,0.340632714452,0,0,0,
Sabotage,Sabotage,Cancer Bats,180.71465,0.6898005928,0.533842727049,2010,57443,339894,"cover, covers, metalcore, hardcore, hardcore punk"
Judge Boushay Blues,Furry Lewis,Furry Lewis,221.962,0.572500600682,0.368054038751,1972,1432,2827,"blues, fip"
Sending A Message,Traveler,Colin James,233.7171,0.523962423072,0.44086755723,2003,303,1023,
